AvgVelocity,Mass,PressureDrop,Surface Area,Velocity Inlet,X Cell Size,YZ Cell Size
523.9490552,147.2394083,6818.983831,32002.35894,2650.0,11.875,11.875
571.0486881,147.2394083,8060.871949,32002.35894,2883.333333,11.875,11.875
617.3302927,147.2394083,9471.619034,32002.35894,3116.666667,11.875,11.875
662.7219277,147.2394083,10829.55885,32002.35894,3350.0,11.875,11.875
570.7660201,139.4243879,8157.213989,28561.53439,2650.0,11.875,15.625
619.3225933,139.4243879,9653.947625,28561.53439,2883.333333,11.875,15.625
668.7298058,139.4243879,11196.56891,28561.53439,3116.666667,11.875,15.625
719.4061686,139.4243879,12920.36487,28561.53439,3350.0,11.875,15.625
595.7663576,133.1029127,9070.119889,26738.74182,2650.0,11.875,19.375
646.6342636,133.1029127,10551.95787,26738.74182,2883.333333,11.875,19.375
702.1398907,133.1029127,12421.19681,26738.74182,3116.666667,11.875,19.375
754.2946393,133.1029127,14258.8206,26738.74182,3350.0,11.875,19.375
552.2144643,129.622316,5713.045884,26932.68398,2650.0,11.875,23.125
600.5880591,129.622316,6769.336909,26932.68398,2883.333333,11.875,23.125
649.566687,129.622316,7963.364972,26932.68398,3116.666667,11.875,23.125
695.1826096,129.622316,9094.894784,26932.68398,3350.0,11.875,23.125
485.8337602,143.1008568,5221.965407,30656.5132,2650.0,15.625,11.875
528.0815068,143.1008568,6207.412819,30656.5132,2883.333333,15.625,11.875
572.6229883,143.1008568,7330.503926,30656.5132,3116.666667,15.625,11.875
614.2544173,143.1008568,8389.597112,30656.5132,3350.0,15.625,11.875
527.3986401,136.0601306,6252.723939,26841.92317,2650.0,15.625,15.625
570.8029619,136.0601306,7305.233462,26841.92317,2883.333333,15.625,15.625
620.6904619,136.0601306,8534.039199,26841.92317,3116.666667,15.625,15.625
660.6850128,136.0601306,9738.505325,26841.92317,3350.0,15.625,15.625
552.5668837,130.3578131,6245.436975,24661.80699,2650.0,15.625,19.375
608.0082209,130.3578131,7299.381608,24661.80699,2883.333333,15.625,19.375
655.6532703,130.3578131,8374.113398,24661.80699,3116.666667,15.625,19.375
703.9627766,130.3578131,9876.299848,24661.80699,3350.0,15.625,19.375
567.2842297,126.431401,7087.432894,24588.49589,2650.0,15.625,23.125
615.6112696,126.431401,8444.079427,24588.49589,2883.333333,15.625,23.125
668.1604264,126.431401,9807.42961,24588.49589,3116.666667,15.625,23.125
714.3636075,126.431401,11208.00154,24588.49589,3350.0,15.625,23.125
470.9449668,140.0464063,4745.464921,29986.4506,2650.0,19.375,11.875
514.2937256,140.0464063,5664.918649,29986.4506,2883.333333,19.375,11.875
552.5549003,140.0464063,6483.683477,29986.4506,3116.666667,19.375,11.875
594.2652602,140.0464063,7562.06215,29986.4506,3350.0,19.375,11.875
493.8927865,132.8528345,5095.442592,26015.16689,2650.0,19.375,15.625
535.265852,132.8528345,5939.17617,26015.16689,2883.333333,19.375,15.625
578.8141004,132.8528345,7000.935207,26015.16689,3116.666667,19.375,15.625
617.2536005,132.8528345,8037.92755,26015.16689,3350.0,19.375,15.625
520.3505512,127.3026784,4629.432894,23609.33174,2650.0,19.375,19.375
562.1483242,127.3026784,5396.789859,23609.33174,2883.333333,19.375,19.375
611.7662848,127.3026784,6301.062558,23609.33174,3116.666667,19.375,19.375
651.8974675,127.3026784,7258.553094,23609.33174,3350.0,19.375,19.375
520.0986426,123.9123886,4717.700773,23243.80331,2650.0,19.375,23.125
566.2086443,123.9123886,5627.9787,23243.80331,2883.333333,19.375,23.125
611.9350664,123.9123886,6531.301617,23243.80331,3116.666667,19.375,23.125
661.55416,123.9123886,7552.84581,23243.80331,3350.0,19.375,23.125
458.1708188,137.4425751,4467.92512,29588.73449,2650.0,23.125,11.875
497.5336488,137.4425751,5258.195896,29588.73449,2883.333333,23.125,11.875
536.2289888,137.4425751,6061.157261,29588.73449,3116.666667,23.125,11.875
579.1183948,137.4425751,7096.643326,29588.73449,3350.0,23.125,11.875
477.3416882,130.8661341,4735.42823,25334.8082,2650.0,23.125,15.625
517.9190333,130.8661341,5642.588697,25334.8082,2883.333333,23.125,15.625
556.5333776,130.8661341,6470.646902,25334.8082,3116.666667,23.125,15.625
598.1910305,130.8661341,7508.157708,25334.8082,3350.0,23.125,15.625
501.1911226,125.6820683,4342.755519,23037.67641,2650.0,23.125,19.375
547.7422979,125.6820683,5220.620569,23037.67641,2883.333333,23.125,19.375
594.236321,125.6820683,6165.347579,23037.67641,3116.666667,23.125,19.375
636.1863875,125.6820683,7073.736454,23037.67641,3350.0,23.125,19.375
484.1111198,122.7240266,3442.97905,22510.84669,2650.0,23.125,23.125
524.6478526,122.7240266,4095.266305,22510.84669,2883.333333,23.125,23.125
566.9233129,122.7240266,4773.550723,22510.84669,3116.666667,23.125,23.125
609.9753427,122.7240266,5478.291103,22510.84669,3350.0,23.125,23.125
508.4526748,150.743708,6973.901741,33011.16216,2575.0,10.9375,10.9375
534.7336534,150.743708,7687.146105,33011.16216,2696.428571,10.9375,10.9375
557.3199371,150.743708,8340.490613,33011.16216,2817.857143,10.9375,10.9375
583.2473684,150.743708,9246.3963,33011.16216,2939.285714,10.9375,10.9375
607.8783895,150.743708,10103.71197,33011.16216,3060.714286,10.9375,10.9375
631.4917129,150.743708,10881.60082,33011.16216,3182.142857,10.9375,10.9375
654.7113259,150.743708,11565.35714,33011.16216,3303.571429,10.9375,10.9375
680.1859477,150.743708,12486.95408,33011.16216,3425.0,10.9375,10.9375
535.2980291,145.7635272,7758.546622,31103.10913,2575.0,10.9375,12.8125
561.137231,145.7635272,8515.59684,31103.10913,2696.428571,10.9375,12.8125
587.2397729,145.7635272,9322.462356,31103.10913,2817.857143,10.9375,12.8125
614.4145264,145.7635272,10298.40555,31103.10913,2939.285714,10.9375,12.8125
636.893897,145.7635272,11031.43099,31103.10913,3060.714286,10.9375,12.8125
663.6982687,145.7635272,11964.70765,31103.10913,3182.142857,10.9375,12.8125
688.5428277,145.7635272,12943.41595,31103.10913,3303.571429,10.9375,12.8125
714.192236,145.7635272,13824.57453,31103.10913,3425.0,10.9375,12.8125
540.3168841,141.694053,6249.478292,29687.75587,2575.0,10.9375,14.6875
558.0520607,141.694053,6941.903665,29687.75587,2696.428571,10.9375,14.6875
588.3083005,141.694053,7336.932078,29687.75587,2817.857143,10.9375,14.6875
605.3481413,141.694053,8240.110152,29687.75587,2939.285714,10.9375,14.6875
634.2314241,141.694053,8860.956915,29687.75587,3060.714286,10.9375,14.6875
656.5746065,141.694053,9673.856149,29687.75587,3182.142857,10.9375,14.6875
683.0051429,141.694053,10475.61925,29687.75587,3303.571429,10.9375,14.6875
707.5077003,141.694053,11246.36006,29687.75587,3425.0,10.9375,14.6875
558.8093912,138.4779644,7554.489097,28529.07455,2575.0,10.9375,16.5625
584.6642808,138.4779644,8288.602845,28529.07455,2696.428571,10.9375,16.5625
610.0235445,138.4779644,8991.675645,28529.07455,2817.857143,10.9375,16.5625
638.0814801,138.4779644,9864.181087,28529.07455,2939.285714,10.9375,16.5625
663.5432261,138.4779644,10676.29344,28529.07455,3060.714286,10.9375,16.5625
691.8268876,138.4779644,11593.81462,28529.07455,3182.142857,10.9375,16.5625
717.6300132,138.4779644,12443.00723,28529.07455,3303.571429,10.9375,16.5625
744.5982627,138.4779644,13363.67016,28529.07455,3425.0,10.9375,16.5625
553.0249776,135.2982864,7532.236921,28226.86301,2575.0,10.9375,18.4375
579.8445484,135.2982864,8365.746988,28226.86301,2696.428571,10.9375,18.4375
609.1520961,135.2982864,9150.932467,28226.86301,2817.857143,10.9375,18.4375
632.6979093,135.2982864,9598.519104,28226.86301,2939.285714,10.9375,18.4375
657.927693,135.2982864,10364.40749,28226.86301,3060.714286,10.9375,18.4375
682.9434344,135.2982864,11212.14593,28226.86301,3182.142857,10.9375,18.4375
708.790037,135.2982864,11995.15118,28226.86301,3303.571429,10.9375,18.4375
734.7008109,135.2982864,12892.99971,28226.86301,3425.0,10.9375,18.4375
522.5275262,133.3500023,5878.38874,28438.65683,2575.0,10.9375,20.3125
547.0492974,133.3500023,6499.157455,28438.65683,2696.428571,10.9375,20.3125
572.7074783,133.3500023,7180.340679,28438.65683,2817.857143,10.9375,20.3125
597.4105385,133.3500023,7759.681981,28438.65683,2939.285714,10.9375,20.3125
617.973199,133.3500023,8307.167016,28438.65683,3060.714286,10.9375,20.3125
651.6723782,133.3500023,8991.632229,28438.65683,3182.142857,10.9375,20.3125
670.7933179,133.3500023,9838.434604,28438.65683,3303.571429,10.9375,20.3125
698.7691745,133.3500023,10446.92776,28438.65683,3425.0,10.9375,20.3125
554.4984983,131.5098435,7543.425956,27678.93369,2575.0,10.9375,22.1875
580.0670347,131.5098435,8071.166842,27678.93369,2696.428571,10.9375,22.1875
606.0649012,131.5098435,8937.428657,27678.93369,2817.857143,10.9375,22.1875
635.8163342,131.5098435,9785.983248,27678.93369,2939.285714,10.9375,22.1875
656.5897206,131.5098435,10589.80379,27678.93369,3060.714286,10.9375,22.1875
683.7816829,131.5098435,11312.35553,27678.93369,3182.142857,10.9375,22.1875
713.4668958,131.5098435,12297.11326,27678.93369,3303.571429,10.9375,22.1875
736.7734917,131.5098435,13260.16212,27678.93369,3425.0,10.9375,22.1875
564.0167035,129.1804702,7178.187306,26847.82008,2575.0,10.9375,24.0625
589.6127616,129.1804702,7739.577348,26847.82008,2696.428571,10.9375,24.0625
616.5898699,129.1804702,8574.456196,26847.82008,2817.857143,10.9375,24.0625
644.5006323,129.1804702,9423.017996,26847.82008,2939.285714,10.9375,24.0625
670.6124972,129.1804702,10143.94941,26847.82008,3060.714286,10.9375,24.0625
700.6398322,129.1804702,10728.42226,26847.82008,3182.142857,10.9375,24.0625
726.2379668,129.1804702,11706.7005,26847.82008,3303.571429,10.9375,24.0625
755.9048926,129.1804702,13191.48027,26847.82008,3425.0,10.9375,24.0625
486.8983723,148.2382748,5671.863923,31970.15894,2575.0,12.8125,10.9375
509.6797954,148.2382748,6139.373795,31970.15894,2696.428571,12.8125,10.9375
533.1080907,148.2382748,6698.428483,31970.15894,2817.857143,12.8125,10.9375
551.2757523,148.2382748,7085.000389,31970.15894,2939.285714,12.8125,10.9375
578.404119,148.2382748,7836.24141,31970.15894,3060.714286,12.8125,10.9375
601.2951518,148.2382748,8532.192125,31970.15894,3182.142857,12.8125,10.9375
622.4018923,148.2382748,9165.91997,31970.15894,3303.571429,12.8125,10.9375
645.7218885,148.2382748,9786.932214,31970.15894,3425.0,12.8125,10.9375
518.7223759,143.6211463,6679.40798,30067.49127,2575.0,12.8125,12.8125
543.897584,143.6211463,7202.842526,30067.49127,2696.428571,12.8125,12.8125
565.6395576,143.6211463,7795.554221,30067.49127,2817.857143,12.8125,12.8125
590.1366122,143.6211463,8435.183302,30067.49127,2939.285714,12.8125,12.8125
616.4745007,143.6211463,9266.816309,30067.49127,3060.714286,12.8125,12.8125
642.5631999,143.6211463,10063.49287,30067.49127,3182.142857,12.8125,12.8125
664.2587519,143.6211463,10683.86381,30067.49127,3303.571429,12.8125,12.8125
687.3486885,143.6211463,11405.08994,30067.49127,3425.0,12.8125,12.8125
518.4900283,139.2017026,5967.596704,28529.264,2575.0,12.8125,14.6875
548.0658692,139.2017026,6633.028724,28529.264,2696.428571,12.8125,14.6875
567.133432,139.2017026,7118.149565,28529.264,2817.857143,12.8125,14.6875
591.612234,139.2017026,7659.014673,28529.264,2939.285714,12.8125,14.6875
615.7831799,139.2017026,8346.725921,28529.264,3060.714286,12.8125,14.6875
642.1185096,139.2017026,9071.158019,28529.264,3182.142857,12.8125,14.6875
668.5501816,139.2017026,9826.940571,28529.264,3303.571429,12.8125,14.6875
691.5721965,139.2017026,10592.31021,28529.264,3425.0,12.8125,14.6875
541.2293306,136.2359548,6832.227748,27080.83289,2575.0,12.8125,16.5625
568.9436611,136.2359548,7577.000272,27080.83289,2696.428571,12.8125,16.5625
591.6797532,136.2359548,7959.188316,27080.83289,2817.857143,12.8125,16.5625
611.9923481,136.2359548,8757.006161,27080.83289,2939.285714,12.8125,16.5625
640.2492689,136.2359548,9710.435926,27080.83289,3060.714286,12.8125,16.5625
669.6552504,136.2359548,10091.54256,27080.83289,3182.142857,12.8125,16.5625
697.2429841,136.2359548,10957.02423,27080.83289,3303.571429,12.8125,16.5625
721.0231076,136.2359548,11709.21109,27080.83289,3425.0,12.8125,16.5625
538.7224619,133.2135346,6770.752604,26729.3183,2575.0,12.8125,18.4375
564.3489079,133.2135346,7338.492887,26729.3183,2696.428571,12.8125,18.4375
589.0480488,133.2135346,8084.858831,26729.3183,2817.857143,12.8125,18.4375
611.7910225,133.2135346,8755.806825,26729.3183,2939.285714,12.8125,18.4375
641.9775877,133.2135346,9517.473531,26729.3183,3060.714286,12.8125,18.4375
663.1775591,133.2135346,10008.99998,26729.3183,3182.142857,12.8125,18.4375
689.5434212,133.2135346,10734.51778,26729.3183,3303.571429,12.8125,18.4375
715.3059375,133.2135346,11955.32995,26729.3183,3425.0,12.8125,18.4375
531.2883429,131.2717323,6442.049343,26961.41701,2575.0,12.8125,20.3125
556.3786077,131.2717323,7052.899429,26961.41701,2696.428571,12.8125,20.3125
581.7351293,131.2717323,7663.341535,26961.41701,2817.857143,12.8125,20.3125
605.1534141,131.2717323,8441.132871,26961.41701,2939.285714,12.8125,20.3125
628.1624119,131.2717323,9057.908329,26961.41701,3060.714286,12.8125,20.3125
655.4680206,131.2717323,9876.374611,26961.41701,3182.142857,12.8125,20.3125
683.963936,131.2717323,10684.41943,26961.41701,3303.571429,12.8125,20.3125
703.1356591,131.2717323,11455.77169,26961.41701,3425.0,12.8125,20.3125
526.1247151,129.5624605,5546.913829,26099.26028,2575.0,12.8125,22.1875
543.5673195,129.5624605,6032.841224,26099.26028,2696.428571,12.8125,22.1875
569.0647055,129.5624605,6634.693291,26099.26028,2817.857143,12.8125,22.1875
599.2508665,129.5624605,7240.496035,26099.26028,2939.285714,12.8125,22.1875
621.3063385,129.5624605,7957.930718,26099.26028,3060.714286,12.8125,22.1875
647.0260626,129.5624605,8250.708975,26099.26028,3182.142857,12.8125,22.1875
668.883146,129.5624605,9293.187772,26099.26028,3303.571429,12.8125,22.1875
692.017637,129.5624605,9811.224969,26099.26028,3425.0,12.8125,22.1875
556.5500456,127.4330658,6474.262729,25403.67143,2575.0,12.8125,24.0625
581.8339615,127.4330658,7100.480041,25403.67143,2696.428571,12.8125,24.0625
610.9727755,127.4330658,8132.814113,25403.67143,2817.857143,12.8125,24.0625
635.2162093,127.4330658,8492.187617,25403.67143,2939.285714,12.8125,24.0625
659.0106743,127.4330658,9114.67549,25403.67143,3060.714286,12.8125,24.0625
686.3879698,127.4330658,9902.611532,25403.67143,3182.142857,12.8125,24.0625
712.992587,127.4330658,10649.47421,25403.67143,3303.571429,12.8125,24.0625
735.8684995,127.4330658,11507.01228,25403.67143,3425.0,12.8125,24.0625
466.6066884,146.0891333,4976.434915,31802.96098,2575.0,14.6875,10.9375
488.8121584,146.0891333,5446.830729,31802.96098,2696.428571,14.6875,10.9375
509.4970043,146.0891333,5919.408038,31802.96098,2817.857143,14.6875,10.9375
531.6474485,146.0891333,6409.146727,31802.96098,2939.285714,14.6875,10.9375
553.9622949,146.0891333,7000.363612,31802.96098,3060.714286,14.6875,10.9375
574.9292103,146.0891333,7527.738359,31802.96098,3182.142857,14.6875,10.9375
596.5072688,146.0891333,8057.058399,31802.96098,3303.571429,14.6875,10.9375
619.1397165,146.0891333,8707.318427,31802.96098,3425.0,14.6875,10.9375
494.9678178,141.8461613,5624.219488,29308.76281,2575.0,14.6875,12.8125
518.6439129,141.8461613,6183.439949,29308.76281,2696.428571,14.6875,12.8125
540.9088129,141.8461613,6658.813161,29308.76281,2817.857143,14.6875,12.8125
564.1102615,141.8461613,7211.501185,29308.76281,2939.285714,14.6875,12.8125
588.5653886,141.8461613,8030.98626,29308.76281,3060.714286,14.6875,12.8125
612.1008938,141.8461613,8689.559663,29308.76281,3182.142857,14.6875,12.8125
633.6512223,141.8461613,9260.6779,29308.76281,3303.571429,14.6875,12.8125
657.1824906,141.8461613,9968.474794,29308.76281,3425.0,14.6875,12.8125
495.8689912,137.7863167,5102.080379,27788.01609,2575.0,14.6875,14.6875
517.5155928,137.7863167,5527.941756,27788.01609,2696.428571,14.6875,14.6875
541.305299,137.7863167,6064.442922,27788.01609,2817.857143,14.6875,14.6875
563.6013319,137.7863167,6549.255908,27788.01609,2939.285714,14.6875,14.6875
666.9145502,121.3621265,8246.696887,21330.86783,3425.0,24.0625,24.0625
644.5303226,121.3621265,7797.793863,21330.86783,3303.571429,24.0625,24.0625
619.6341977,121.3621265,7105.017296,21330.86783,3182.142857,24.0625,24.0625
596.2660768,121.3621265,6615.722073,21330.86783,3060.714286,24.0625,24.0625
571.8888194,121.3621265,6071.805504,21330.86783,2939.285714,24.0625,24.0625
549.2759347,121.3621265,5651.63907,21330.86783,2817.857143,24.0625,24.0625
527.0412082,121.3621265,5114.311762,21330.86783,2696.428571,24.0625,24.0625
501.5145471,121.3621265,4590.223103,21330.86783,2575.0,24.0625,24.0625
610.370328,123.1653397,7775.316484,22384.67147,3425.0,24.0625,22.1875
589.0240396,123.1653397,7348.763507,22384.67147,3303.571429,24.0625,22.1875
570.8732017,123.1653397,6791.708994,22384.67147,3182.142857,24.0625,22.1875
546.1157321,123.1653397,6374.884581,22384.67147,3060.714286,24.0625,22.1875
527.1010533,123.1653397,5926.113009,22384.67147,2939.285714,24.0625,22.1875
504.0754029,123.1653397,5334.187111,22384.67147,2817.857143,24.0625,22.1875
481.8893362,123.1653397,4850.222462,22384.67147,2696.428571,24.0625,22.1875
459.8159814,123.1653397,4413.378848,22384.67147,2575.0,24.0625,22.1875
595.2342164,124.2016436,7291.075871,23316.79196,3425.0,24.0625,20.3125
571.6569358,124.2016436,6764.985152,23316.79196,3303.571429,24.0625,20.3125
555.0773819,124.2016436,6273.563452,23316.79196,3182.142857,24.0625,20.3125
531.5503236,124.2016436,5803.427142,23316.79196,3060.714286,24.0625,20.3125
512.2564017,124.2016436,5379.517918,23316.79196,2939.285714,24.0625,20.3125
490.2673933,124.2016436,4911.433088,23316.79196,2817.857143,24.0625,20.3125
466.5277574,124.2016436,4460.67275,23316.79196,2696.428571,24.0625,20.3125
448.3899374,124.2016436,4103.073383,23316.79196,2575.0,24.0625,20.3125
613.9844788,126.2695069,7715.832128,23496.33673,3425.0,24.0625,18.4375
592.5207334,126.2695069,7129.748815,23496.33673,3303.571429,24.0625,18.4375
571.5241905,126.2695069,6661.487601,23496.33673,3182.142857,24.0625,18.4375
546.0003461,126.2695069,6165.376399,23496.33673,3060.714286,24.0625,18.4375
520.7491578,126.2695069,5773.452387,23496.33673,2939.285714,24.0625,18.4375
498.6865814,126.2695069,5229.026197,23496.33673,2817.857143,24.0625,18.4375
482.7892806,126.2695069,4771.788985,23496.33673,2696.428571,24.0625,18.4375
459.2551917,126.2695069,4294.272485,23496.33673,2575.0,24.0625,18.4375
606.1551615,128.6553671,7430.05496,24270.13884,3425.0,24.0625,16.5625
586.4171872,128.6553671,7010.508609,24270.13884,3303.571429,24.0625,16.5625
565.0945743,128.6553671,6484.610969,24270.13884,3182.142857,24.0625,16.5625
542.842307,128.6553671,6024.750991,24270.13884,3060.714286,24.0625,16.5625
521.1118513,128.6553671,5480.973259,24270.13884,2939.285714,24.0625,16.5625
499.2811222,128.6553671,4962.840349,24270.13884,2817.857143,24.0625,16.5625
477.2862894,128.6553671,4646.662119,24270.13884,2696.428571,24.0625,16.5625
455.2288631,128.6553671,4269.77404,24270.13884,2575.0,24.0625,16.5625
599.5749764,131.609097,7494.698577,26011.99344,3425.0,24.0625,14.6875
577.7774934,131.609097,7093.157105,26011.99344,3303.571429,24.0625,14.6875
558.0590319,131.609097,6585.095246,26011.99344,3182.142857,24.0625,14.6875
535.6494686,131.609097,5978.271241,26011.99344,3060.714286,24.0625,14.6875
512.979006,131.609097,5489.135747,26011.99344,2939.285714,24.0625,14.6875
496.2884946,131.609097,5000.690707,26011.99344,2817.857143,24.0625,14.6875
